61,24,80,49,-80,-80,49,80,24,61,
-68,62,35,44,-27,-27,44,35,62,-68,
27,-24,-34,84,-94,-94,84,-34,-24,27,
77,47,-98,-70,17,17,-70,-98,47,77,
-48,37,18,-40,18,18,-40,18,37,-48,
-48,37,18,-40,18,18,-40,18,37,-48,
77,47,-98,-70,17,17,-70,-98,47,77,
27,-24,-34,84,-94,-94,84,-34,-24,27,
-68,62,35,44,-27,-27,44,35,62,-68,
61,24,80,49,-80,-80,49,80,24,61,
