-66,-57,-97,99,-55,-55,99,-97,-57,-66,
70,94,68,-4,96,96,-4,68,94,70,
35,30,44,-13,-99,-99,-13,44,30,35,
-22,70,0,-47,-61,-61,-47,0,70,-22,
-64,-100,-9,69,99,99,69,-9,-100,-64,
-64,-100,-9,69,99,99,69,-9,-100,-64,
-22,70,0,-47,-61,-61,-47,0,70,-22,
35,30,44,-13,-99,-99,-13,44,30,35,
70,94,68,-4,96,96,-4,68,94,70,
-66,-57,-97,99,-55,-55,99,-97,-57,-66,
