85,69,98,85,100,100,85,98,69,85,
-65,41,-44,56,-14,-14,56,-44,41,-65,
-37,-38,47,36,41,41,36,47,-38,-37,
13,-4,19,-80,64,64,-80,19,-4,13,
-97,40,-34,47,8,8,47,-34,40,-97,
-97,40,-34,47,8,8,47,-34,40,-97,
13,-4,19,-80,64,64,-80,19,-4,13,
-37,-38,47,36,41,41,36,47,-38,-37,
-65,41,-44,56,-14,-14,56,-44,41,-65,
85,69,98,85,100,100,85,98,69,85,
