-93,-76,-8,93,46,46,93,-8,-76,-93,
-30,-14,78,1,78,78,1,78,-14,-30,
-76,39,-90,-64,-99,-99,-64,-90,39,-76,
-83,3,46,-90,21,21,-90,46,3,-83,
-80,99,4,41,29,29,41,4,99,-80,
-80,99,4,41,29,29,41,4,99,-80,
-83,3,46,-90,21,21,-90,46,3,-83,
-76,39,-90,-64,-99,-99,-64,-90,39,-76,
-30,-14,78,1,78,78,1,78,-14,-30,
-93,-76,-8,93,46,46,93,-8,-76,-93,
