5,94,39,24,-20,-20,24,39,94,5,
83,-26,99,8,87,87,8,99,-26,83,
-81,-35,29,3,-82,-82,3,29,-35,-81,
-80,-44,78,81,-14,-14,81,78,-44,-80,
27,29,-39,-38,65,65,-38,-39,29,27,
27,29,-39,-38,65,65,-38,-39,29,27,
-80,-44,78,81,-14,-14,81,78,-44,-80,
-81,-35,29,3,-82,-82,3,29,-35,-81,
83,-26,99,8,87,87,8,99,-26,83,
5,94,39,24,-20,-20,24,39,94,5,
